Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
10-instance-30, 10, 0, 0,0.002,0,11,0,0,0,1,
10-instance-31, 10, 0, 0,0.003,0,11,0,0,0,1,
10-instance-32, 10, 0, 0.001,0.002,0,11,0,0,0,1,
10-instance-33, 10, 0, 0.001,0.002,0,11,0,0,0,1,
10-instance-34, 10, 2, 0.002,0.013,0.015,10,2,0.5,0.5,0.5,
10-instance-35, 10, 0, 0,0.004,0,11,0,0,0,1,
10-instance-36, 10, 4, 0.008,0.02,0.044,10,4,0.25,0.25,0.25,
10-instance-37, 10, 2, 0.001,0.002,0.014,10,2,0.5,0.5,0.5,
10-instance-38, 10, 2, 0.001,0.002,0.014,10,2,0.5,0.5,0.5,
10-instance-39, 10, 2, 0.001,0.002,0.017,10,2,0.5,0.5,0.5,
10-instance-40, 10, 3, 0.001,0.003,0.016,10,3,0.333333,0.333333,0.333333,
10-instance-41, 10, 3, 0.008,0.031,0.044,10,3,0.666667,0.666667,0.666667,
10-instance-42, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-43, 10, 2, 0.001,0.003,0.013,10,2,0.5,0.5,0.5,
10-instance-44, 10, 2, 0.001,0.004,0.011,10,2,0.5,0.5,0.5,
10-instance-45, 10, 0, 0.001,0.001,0,11,0,0,0,1,
10-instance-46, 10, 0, 0.006,0.023,0,11,0,0,0,1,
10-instance-47, 10, 0, 0,0.002,0,11,0,0,0,1,
10-instance-48, 10, 0, 0.001,0.004,0,11,0,0,0,1,
10-instance-49, 10, 0, 0.001,0.002,0,11,0,0,0,1,
10-instance-50, 10, 3, 0.001,0.003,0.017,10,3,0.333333,0.333333,0.333333,
20-instance-1, 20, 6, 0.007,0.062,2.89,17,720,0.495327,0.5,0.416667,
20-instance-2, 20, 0, 0.001,0.008,0,21,0,0,0,1,
20-instance-3, 20, 0, 0.009,0.131,0,21,0,0,0,1,
20-instance-4, 20, 4, 0.002,0.004,0.033,18,4,0.5,0.5,0.5,
20-instance-5, 20, 0, 0.001,0.005,0,21,0,0,0,1,
20-instance-6, 20, 7, 0.009,0.084,13.228,18,5040,0.254311,0.285714,0.190476,
20-instance-7, 20, 8, 0.003,0.009,37.408,18,13,0.340327,0.375,0.197024,
20-instance-8, 20, 8, 0.009,0.1,101.371,20,8,0.125,0.125,0.125,
20-instance-9, 20, 9, 0.003,0.05,5.888,16,889,0.50227,0.555556,0.244,
20-instance-10, 20, 2, 0.002,0.011,0.016,20,2,0.5,0.5,0.5,
20-instance-11, 20, 2, 0,0.004,0.009,20,2,0.5,0.5,0.5,
20-instance-12, 20, 8, 0.001,0.005,17.947,18,6,0.208413,0.25,0.15,
20-instance-13, 20, 9, 0.001,0.006,0.864,15,277,0.544996,0.555556,0.397,
20-instance-14, 20, 6, 0.008,0.115,1.674,19,720,0.33247,0.333333,0.3,
20-instance-15, 20, 15, 0.01,0.109,12.439,14,1000,0.497998,0.533333,0.289,
20-instance-16, 20, 0, 0.012,0.17,0,21,0,0,0,1,
20-instance-17, 20, 6, 0.001,0.011,0.574,20,6,0.166667,0.166667,0.166667,
20-instance-18, 20, 9, 0.002,0.029,2.326,19,14,0.188232,0.222222,0.126,
20-instance-19, 20, 0, 0.002,0.008,0,21,0,0,0,1,
20-instance-20, 20, 9, 0.01,0.1,11.802,19,277,0.2022,0.222222,0.13,
20-instance-21, 20, 11, 0.012,0.157,10.759,17,1000,0.420025,0.454545,0.249,
20-instance-22, 20, 4, 0.01,0.152,0.225,20,24,0.75,0.75,0.75,
20-instance-23, 20, 5, 0.001,0.009,0.07,20,5,0.2,0.2,0.2,
20-instance-24, 20, 10, 0.001,0.006,0.508,19,21,0.183699,0.2,0.125,
20-instance-25, 20, 0, 0.001,0.023,0,21,0,0,0,1,
20-instance-26, 20, 10, 0.005,0.068,10.895,18,1000,0.394443,0.4,0.311,
20-instance-27, 20, 0, 0.002,0.012,0,21,0,0,0,1,
20-instance-28, 20, 11, 0.004,0.036,1.493,17,13,0.196862,0.272727,0.115,
20-instance-29, 20, 6, 0.009,0.141,2.567,19,720,0.326599,0.333333,0.266667,
20-instance-30, 20, 8, 0.009,0.143,137.742,18,0,0.242227,0.25,0.2,
20-instance-31, 20, 5, 0.002,0.012,0.113,19,25,0.594201,0.6,0.5,
20-instance-32, 20, 10, 0.008,0.102,8.558,16,950,0.342629,0.4,0.182,
20-instance-33, 20, 0, 0,0.006,0,21,0,0,0,1,
20-instance-34, 20, 0, 0.001,0.005,0,21,0,0,0,1,
20-instance-35, 20, 8, 0.002,0.031,77.121,16,28,0.375,0.375,0.375,
20-instance-36, 20, 3, 0.003,0.026,0.026,20,6,0.333333,0.333333,0.333333,
20-instance-37, 20, 5, 0.009,0.13,0.466,20,120,0.2,0.2,0.2,
20-instance-38, 20, 5, 0.001,0.007,0.081,20,5,0.2,0.2,0.2,
20-instance-39, 20, 0, 0.002,0.024,0,21,0,0,0,1,
20-instance-40, 20, 9, 0.003,0.043,9.366,17,1000,0.431245,0.444444,0.283,
20-instance-41, 20, 7, 0.001,0.03,9.331,18,2466,0.428571,0.428571,0.428571,
20-instance-42, 20, 5, 0.009,0.064,0.651,18,6,0.594201,0.6,0.5,
20-instance-43, 20, 8, 0.01,0.128,180.457,17,0,0.484455,0.5,0.4,
20-instance-44, 20, 5, 0.009,0.048,0.238,18,63,0.594201,0.6,0.5,
20-instance-45, 20, 11, 0.01,0.105,10.132,17,1000,0.382455,0.454545,0.19,
20-instance-46, 20, 6, 0.002,0.006,0.346,20,6,0.166667,0.166667,0.166667,
20-instance-47, 20, 8, 0.009,0.139,300.288,17,0,0.612372,0.625,0.5,
20-instance-48, 20, 2, 0.01,0.059,0.027,20,2,0.5,0.5,0.5,
20-instance-49, 20, 2, 0.001,0.006,0.011,20,2,0.5,0.5,0.5,
20-instance-50, 20, 3, 0.012,0.182,0.079,20,6,0.666667,0.666667,0.666667,
30-instance-1, 30, 7, 0.015,0.286,46.326,26,5040,0.565608,0.571429,0.5,
30-instance-2, 30, 8, 0.004,0.054,176.516,29,0,0.433013,0.5,0.25,
30-instance-3, 30, 7, 0.002,0.014,6.455,28,5040,0.259853,0.285714,0.2,
30-instance-4, 30, 0, 0.01,0.161,0,31,0,0,0,1,
30-instance-5, 30, 15, 0.008,0.043,11.404,30,15,0.0664358,0.0666667,0.056,
30-instance-6, 30, 10, 0.013,0.136,8.436,26,1000,0.559563,0.6,0.319,
30-instance-7, 30, 2, 0.001,0.01,0.014,30,2,0.5,0.5,0.5,
30-instance-8, 30, 8, 0.011,0.2,149.357,30,0,0.125,0.125,0.125,
30-instance-9, 30, 15, 0.013,0.188,10.62,26,1000,0.206434,0.266667,0.1,
30-instance-10, 30, 13, 0.003,0.045,8.974,25,1000,0.259895,0.307692,0.126,
30-instance-11, 30, 4, 0.002,0.021,0.09,30,24,0.75,0.75,0.75,
30-instance-12, 30, 17, 0.009,0.049,8.96,26,1000,0.120558,0.176471,0.049,
30-instance-13, 30, 5, 0.008,0.104,0.431,29,120,0.382312,0.4,0.3,
30-instance-14, 30, 14, 0.009,0.156,9.74,26,1000,0.13986,0.142857,0.091,
30-instance-15, 30, 9, 0.01,0.286,10.867,29,1000,0.209716,0.222222,0.151,
30-instance-16, 30, 0, 0.014,0.287,0,31,0,0,0,1,
30-instance-17, 30, 3, 0.001,0.027,0.051,30,3,0.666667,0.666667,0.666667,
30-instance-18, 30, 13, 0.009,0.205,12.943,26,1000,0.439061,0.538462,0.173,
30-instance-19, 30, 21, 0.018,0.245,16.578,24,1000,0.197566,0.285714,0.07,
30-instance-20, 30, 7, 0.009,0.089,15.269,28,5040,0.254311,0.285714,0.190476,
30-instance-21, 30, 4, 0.001,0.01,0.052,28,24,0.493007,0.5,0.416667,
30-instance-22, 30, 17, 0.01,0.198,10.139,26,1000,0.126601,0.176471,0.058,
30-instance-23, 30, 11, 0.013,0.188,11.458,24,1000,0.516282,0.545455,0.311,
30-instance-24, 30, 13, 0.018,0.288,14.373,23,1000,0.364139,0.384615,0.234,
30-instance-25, 30, 15, 0.011,0.213,11.942,26,1000,0.159255,0.2,0.088,
30-instance-26, 30, 6, 0.008,0.075,1.261,30,720,0.166667,0.166667,0.166667,
30-instance-27, 30, 14, 0.015,0.27,15.462,23,1000,0.332907,0.357143,0.171,
30-instance-28, 30, 5, 0.003,0.086,0.712,29,120,0.594201,0.6,0.5,
30-instance-29, 30, 9, 0.008,0.066,7.362,26,1000,0.666513,0.666667,0.638,
30-instance-30, 30, 3, 0.003,0.041,0.031,30,6,0.333333,0.333333,0.333333,
30-instance-31, 30, 6, 0.01,0.228,3.703,29,720,0.5,0.5,0.5,
30-instance-32, 30, 11, 0.005,0.077,9.113,26,1000,0.391475,0.454545,0.173,
30-instance-33, 30, 12, 0.008,0.223,13.624,28,1000,0.232371,0.25,0.164,
30-instance-34, 30, 14, 0.008,0.149,9.223,26,1000,0.201725,0.214286,0.119,
30-instance-35, 30, 10, 0.009,0.173,8.591,28,1000,0.183653,0.2,0.128,
30-instance-36, 30, 6, 0.008,0.138,4.051,28,720,0.636799,0.666667,0.341667,
30-instance-37, 30, 7, 0.01,0.208,23.626,29,5040,0.272619,0.285714,0.190476,
30-instance-38, 30, 3, 0.011,0.18,0.036,30,6,0.333333,0.333333,0.333333,
30-instance-39, 30, 7, 0.011,0.201,15.659,28,5040,0.428492,0.428571,0.419048,
30-instance-40, 30, 0, 0.01,0.134,0,31,0,0,0,1,
30-instance-41, 30, 12, 0.013,0.24,12.637,23,1000,0.573931,0.583333,0.386,
30-instance-42, 30, 13, 0.016,0.264,17.225,25,1000,0.307417,0.307692,0.272,
30-instance-43, 30, 7, 0.012,0.301,19.988,30,5040,0.142857,0.142857,0.142857,
30-instance-44, 30, 9, 0.011,0.275,10.679,27,1000,0.298878,0.333333,0.159,
30-instance-45, 30, 8, 0.002,0.013,54.141,26,0,0.368177,0.375,0.3,
30-instance-46, 30, 21, 0.011,0.18,13.942,21,1000,0.225575,0.333333,0.092,
30-instance-47, 30, 17, 0.011,0.181,10.823,25,1000,0.174571,0.176471,0.13,
30-instance-48, 30, 9, 0.011,0.192,10.947,27,1000,0.515073,0.555556,0.265,
30-instance-49, 30, 14, 0.009,0.158,11.301,28,1000,0.14226,0.142857,0.122,
30-instance-50, 30, 4, 0.003,0.061,0.134,28,24,0.5,0.5,0.5,
40-instance-1, 40, 15, 0.012,0.109,12.379,34,1000,0.23108,0.266667,0.105,
40-instance-2, 40, 7, 0.002,0.063,26.591,39,5040,0.713081,0.714286,0.666667,
40-instance-3, 40, 9, 0.014,0.336,13.029,35,1000,0.547921,0.555556,0.423,
40-instance-4, 40, 17, 0.018,0.43,16.252,31,1000,0.307466,0.352941,0.174,
40-instance-5, 40, 11, 0.016,0.507,15.486,36,1000,0.816832,0.818182,0.748,
40-instance-6, 40, 4, 0.01,0.218,0.154,40,24,0.25,0.25,0.25,
40-instance-7, 40, 3, 0.012,0.375,0.08,40,6,0.666667,0.666667,0.666667,
40-instance-8, 40, 27, 0.016,0.3,16.99,26,1000,0.236029,0.296296,0.093,
40-instance-9, 40, 11, 0.003,0.073,9.201,35,1000,0.42538,0.454545,0.265,
40-instance-10, 40, 10, 0.01,0.165,10.892,35,1000,0.37832,0.4,0.238,
40-instance-11, 40, 12, 0.013,0.389,12.105,34,1000,0.452061,0.5,0.205,
40-instance-12, 40, 17, 0.013,0.353,15.367,32,1000,0.322075,0.411765,0.113,
40-instance-13, 40, 11, 0.013,0.34,11.545,32,1000,0.531018,0.545455,0.351,
40-instance-14, 40, 13, 0.017,0.416,13.659,34,1000,0.229838,0.230769,0.182,
40-instance-15, 40, 18, 0.016,0.366,14.558,31,1000,0.245542,0.277778,0.152,
40-instance-16, 40, 18, 0.018,0.384,15.303,31,1000,0.282618,0.333333,0.191,
40-instance-17, 40, 23, 0.017,0.405,23.361,31,1000,0.155826,0.217391,0.061,
40-instance-18, 40, 11, 0.012,0.237,11.235,34,1000,0.385381,0.454545,0.187,
40-instance-19, 40, 14, 0.015,0.404,16.73,31,1000,0.410699,0.428571,0.314,
40-instance-20, 40, 0, 0.009,0.101,0,41,0,0,0,1,
40-instance-21, 40, 19, 0.015,0.309,15.146,28,1000,0.391982,0.421053,0.272,
40-instance-22, 40, 8, 0.008,0.099,94.496,36,0,0.478396,0.5,0.333333,
40-instance-23, 40, 19, 0.016,0.421,14.796,32,1000,0.399528,0.473684,0.142,
40-instance-24, 40, 13, 0.002,0.025,1.166,37,1000,0.203737,0.230769,0.126,
40-instance-25, 40, 5, 0.012,0.386,1.108,39,120,0.392026,0.4,0.333333,
40-instance-26, 40, 9, 0.01,0.243,9.322,38,1000,0.476835,0.555556,0.235,
40-instance-27, 40, 20, 0.01,0.198,12.535,31,1000,0.204842,0.25,0.123,
40-instance-28, 40, 9, 0.01,0.263,19.279,36,1000,0.645403,0.666667,0.419,
40-instance-29, 40, 18, 0.031,0.593,19.803,30,1000,0.364864,0.388889,0.198,
40-instance-30, 40, 21, 0.024,0.48,37.103,27,1000,0.363197,0.380952,0.245,
40-instance-31, 40, 17, 0.017,0.46,13.392,33,1000,0.170987,0.176471,0.127,
40-instance-32, 40, 20, 0.03,0.461,28.977,29,1000,0.584862,0.6,0.391,
40-instance-33, 40, 19, 0.015,0.387,14.735,28,1000,0.283094,0.315789,0.141,
40-instance-34, 40, 18, 0.019,0.546,18.448,35,1000,0.274686,0.388889,0.105,
40-instance-35, 40, 14, 0.017,0.301,12.736,32,1000,0.393416,0.428571,0.244,
40-instance-36, 40, 17, 0.014,0.349,13.322,34,1000,0.192114,0.235294,0.083,
40-instance-37, 40, 18, 0.02,0.487,15.647,32,1000,0.298025,0.388889,0.126,
40-instance-38, 40, 23, 0.02,0.434,30.132,29,1000,0.310653,0.391304,0.153,
40-instance-39, 40, 4, 0.001,0.013,0.024,40,24,0.25,0.25,0.25,
40-instance-40, 40, 11, 0.012,0.195,9.863,34,1000,0.431584,0.454545,0.277,
40-instance-41, 40, 2, 0.01,0.363,0.037,40,2,0.5,0.5,0.5,
40-instance-42, 40, 16, 0.015,0.327,12.285,32,1000,0.476129,0.5,0.258,
40-instance-43, 40, 9, 0.009,0.111,9.065,37,1000,0.208446,0.222222,0.136,
40-instance-44, 40, 18, 0.012,0.347,11.804,31,1000,0.420278,0.444444,0.231,
40-instance-45, 40, 18, 0.014,0.281,10.538,33,1000,0.157399,0.166667,0.093,
40-instance-46, 40, 14, 0.016,0.256,10.629,36,1000,0.125414,0.142857,0.076,
40-instance-47, 40, 12, 0.004,0.064,8.397,35,1000,0.368424,0.416667,0.191,
40-instance-48, 40, 23, 0.003,0.02,6.988,36,30,0,0.0869565,0,
40-instance-49, 40, 14, 0.01,0.13,12.488,34,1000,0.270371,0.285714,0.19,
40-instance-50, 40, 22, 0.017,0.573,28.597,30,1000,0.31643,0.409091,0.15,
40-instance-51, 40, 26, 0.006,0.272,20.654,32,1000,0.144499,0.269231,0.043,
40-instance-52, 40, 18, 0.029,0.573,20.962,32,1000,0.165069,0.166667,0.14,
40-instance-53, 40, 8, 0.019,0.449,419.186,38,0,0.602129,0.625,0.397619,
40-instance-54, 40, 13, 0.016,0.348,13.219,32,1000,0.517315,0.538462,0.393,
40-instance-55, 40, 15, 0.016,0.394,13.922,34,1000,0.247166,0.266667,0.164,
40-instance-56, 40, 21, 0.02,0.514,35.862,27,1000,0.385282,0.428571,0.194,
40-instance-57, 40, 16, 0.018,0.363,14.734,33,1000,0.224926,0.3125,0.096,
40-instance-58, 40, 18, 0.016,0.447,14.884,36,1000,0.134276,0.222222,0.061,
40-instance-59, 40, 9, 0.014,0.347,13.172,37,1000,0.320652,0.333333,0.242,
40-instance-60, 40, 17, 0.015,0.359,14.231,33,1000,0.386243,0.470588,0.142,
40-instance-61, 40, 8, 0.005,0.097,233.377,37,0,0.478396,0.5,0.333333,
40-instance-62, 40, 15, 0.01,0.397,14.803,37,1000,0.199701,0.333333,0.088,
40-instance-63, 40, 14, 0.013,0.306,11.93,34,1000,0.385867,0.428571,0.264,
40-instance-64, 40, 14, 0.003,0.026,8.916,35,1000,0.213561,0.285714,0.103,
40-instance-65, 40, 5, 0.003,0.1,1.346,40,120,0.8,0.8,0.8,
