Name, n, |M|, time solution, time partition, time distribution, generated solutions, used solutions, geometric mean, arithmetic mean, minimum selection probability
20-instance-13, 20, 9, 0.001,0.006,0.761,15,14,0.544795,0.555556,0.417,
20-instance-14, 20, 6, 0.008,0.115,8.035,19,14,0.331609,0.333333,0.289,
20-instance-15, 20, 15, 0.01,0.109,11.519,14,468,0.496525,0.533333,0.288,
20-instance-16, 20, 0, 0.012,0.17,0,21,0,0,0,1,
20-instance-17, 20, 6, 0.001,0.011,0.901,20,6,0.166412,0.166667,0.155,
20-instance-18, 20, 9, 0.002,0.029,2.17,19,14,0.188136,0.222222,0.125,
20-instance-19, 20, 0, 0.002,0.008,0,21,0,0,0,1,
20-instance-20, 20, 9, 0.01,0.1,9.574,19,21,0.201885,0.222222,0.13,
20-instance-21, 20, 11, 0.012,0.157,12.081,17,76,0.41541,0.454545,0.22,
20-instance-22, 20, 4, 0.01,0.152,7.37,20,4,0.749885,0.75,0.734,
20-instance-23, 20, 5, 0.001,0.009,0.436,20,5,0.199713,0.2,0.188,
20-instance-24, 20, 10, 0.001,0.006,0.353,19,21,0.183983,0.2,0.132,
20-instance-25, 20, 0, 0.001,0.023,0,21,0,0,0,1,
20-instance-26, 20, 10, 0.005,0.068,10.584,18,92,0.394449,0.4,0.327,
20-instance-27, 20, 0, 0.002,0.012,0,21,0,0,0,1,
20-instance-28, 20, 11, 0.004,0.036,1.429,17,13,0.194663,0.272727,0.09,
20-instance-29, 20, 6, 0.009,0.141,8.842,19,12,0.327134,0.333333,0.252,
20-instance-30, 20, 8, 0.009,0.143,9.756,18,15,0.242036,0.25,0.188,
20-instance-31, 20, 5, 0.002,0.012,0.961,19,6,0.594117,0.6,0.493,
20-instance-32, 20, 10, 0.008,0.102,8.44,16,25,0.343128,0.4,0.187,
20-instance-33, 20, 0, 0,0.006,0,21,0,0,0,1,
20-instance-34, 20, 0, 0.001,0.005,0,21,0,0,0,1,
20-instance-35, 20, 8, 0.002,0.031,8.215,16,56,0.374732,0.375,0.357,
20-instance-36, 20, 3, 0.003,0.026,1.871,20,3,0.333245,0.333333,0.326,
20-instance-37, 20, 5, 0.009,0.13,9.479,20,5,0.199955,0.2,0.194,
20-instance-38, 20, 5, 0.001,0.007,0.519,20,5,0.199759,0.2,0.185,
20-instance-39, 20, 0, 0.002,0.024,0,21,0,0,0,1,
20-instance-40, 20, 9, 0.003,0.043,9.227,17,42,0.431299,0.444444,0.299,
20-instance-41, 20, 7, 0.001,0.03,7.794,18,35,0.428364,0.428571,0.399,
20-instance-42, 20, 5, 0.009,0.064,7,18,6,0.593949,0.6,0.481,
20-instance-43, 20, 8, 0.01,0.128,9.596,17,30,0.484245,0.5,0.39,
20-instance-44, 20, 5, 0.009,0.048,5.173,18,6,0.594035,0.6,0.489,
20-instance-45, 20, 11, 0.01,0.105,10.26,17,48,0.383657,0.454545,0.178,
20-instance-46, 20, 6, 0.002,0.006,0.401,20,6,0.166489,0.166667,0.158,
20-instance-47, 20, 8, 0.009,0.139,9.563,17,24,0.612212,0.625,0.477,
20-instance-48, 20, 2, 0.01,0.059,1.094,20,2,0.499996,0.5,0.498,
20-instance-49, 20, 2, 0.001,0.006,0.36,20,2,0.499831,0.5,0.487,
20-instance-50, 20, 3, 0.012,0.182,9.975,20,3,0.66639,0.666667,0.643,
30-instance-1, 30, 7, 0.015,0.286,13.329,26,12,0.564929,0.571429,0.456,
30-instance-2, 30, 8, 0.004,0.054,7.281,29,16,0.432927,0.5,0.243,
30-instance-3, 30, 7, 0.002,0.014,1.217,28,10,0.259654,0.285714,0.191,
30-instance-4, 30, 0, 0.01,0.161,0,31,0,0,0,1,
30-instance-5, 30, 15, 0.008,0.043,10.017,30,15,0.066324,0.0666667,0.052,
30-instance-6, 30, 10, 0.013,0.136,8.258,26,28,0.559077,0.6,0.288,
30-instance-7, 30, 2, 0.001,0.01,0.408,30,2,0.5,0.5,0.5,
30-instance-8, 30, 8, 0.011,0.2,9.574,30,8,0.124643,0.125,0.114,
30-instance-9, 30, 15, 0.013,0.188,10.257,26,55,0.198783,0.266667,0.076,
30-instance-10, 30, 13, 0.003,0.045,8.732,25,73,0.254764,0.307692,0.105,
30-instance-11, 30, 4, 0.002,0.021,5.325,30,4,0.749972,0.75,0.74,
30-instance-12, 30, 17, 0.009,0.049,8.919,26,41,0.101569,0.176471,0.015,
30-instance-13, 30, 5, 0.008,0.104,7.516,29,7,0.38034,0.4,0.261,
30-instance-14, 30, 14, 0.009,0.156,9.499,26,47,0.138544,0.142857,0.063,
30-instance-15, 30, 9, 0.01,0.286,10.977,29,18,0.20951,0.222222,0.144,
30-instance-16, 30, 0, 0.014,0.287,0,31,0,0,0,1,
30-instance-17, 30, 3, 0.001,0.027,3.455,30,3,0.666472,0.666667,0.649,
30-instance-18, 30, 13, 0.009,0.205,13.138,26,45,0.434602,0.538462,0.102,
30-instance-19, 30, 21, 0.018,0.245,14.895,24,272,0.152567,0.285714,0.014,
30-instance-20, 30, 7, 0.009,0.089,7.029,28,11,0.25261,0.285714,0.164,
30-instance-21, 30, 4, 0.001,0.01,2.173,28,5,0.49182,0.5,0.406,
30-instance-22, 30, 17, 0.01,0.198,9.909,26,66,0.118343,0.176471,0.031,
30-instance-23, 30, 11, 0.013,0.188,11.21,24,92,0.516224,0.545455,0.321,
30-instance-24, 30, 13, 0.018,0.288,14.374,23,393,0.363149,0.384615,0.218,
30-instance-25, 30, 15, 0.011,0.213,11.857,26,51,0.153093,0.2,0.078,
30-instance-26, 30, 6, 0.008,0.075,2.122,30,6,0.166393,0.166667,0.148,
30-instance-27, 30, 14, 0.015,0.27,15.168,23,396,0.329436,0.357143,0.115,
30-instance-28, 30, 5, 0.003,0.086,6.83,29,6,0.593453,0.6,0.465,
30-instance-29, 30, 9, 0.008,0.066,7.167,26,45,0.666574,0.666667,0.653,
30-instance-30, 30, 3, 0.003,0.041,2.728,30,3,0.332838,0.333333,0.308,
30-instance-31, 30, 6, 0.01,0.228,9.334,29,12,0.499644,0.5,0.482,
30-instance-32, 30, 11, 0.005,0.077,9.068,26,53,0.385889,0.454545,0.111,
30-instance-33, 30, 12, 0.008,0.223,14.464,28,90,0.23276,0.25,0.18,
30-instance-34, 30, 14, 0.008,0.149,9.064,26,177,0.201948,0.214286,0.124,
30-instance-35, 30, 10, 0.009,0.173,8.726,28,21,0.183095,0.2,0.109,
30-instance-36, 30, 6, 0.008,0.138,7.96,28,5,0.630147,0.666667,0.284,
30-instance-37, 30, 7, 0.01,0.208,10.547,29,14,0.271868,0.285714,0.156,
30-instance-38, 30, 3, 0.011,0.18,3.649,30,3,0.333301,0.333333,0.327,
30-instance-39, 30, 7, 0.011,0.201,9.076,28,34,0.42834,0.428571,0.404,
30-instance-40, 30, 0, 0.01,0.134,0,31,0,0,0,1,
30-instance-41, 30, 12, 0.013,0.24,12.445,23,230,0.573899,0.583333,0.388,
30-instance-42, 30, 13, 0.016,0.264,15.971,25,531,0.307383,0.307692,0.288,
30-instance-43, 30, 7, 0.012,0.301,9.643,30,7,0.142184,0.142857,0.123,
30-instance-44, 30, 9, 0.011,0.275,10.553,27,27,0.297273,0.333333,0.134,
30-instance-45, 30, 8, 0.002,0.013,3.257,26,28,0.36823,0.375,0.301,
30-instance-46, 30, 21, 0.011,0.18,12.076,21,230,0.202728,0.333333,0.052,
30-instance-47, 30, 17, 0.011,0.181,10.688,25,270,0.17439,0.176471,0.125,
30-instance-48, 30, 9, 0.011,0.192,10.498,27,28,0.515654,0.555556,0.289,
30-instance-49, 30, 14, 0.009,0.158,11.223,28,87,0.142451,0.142857,0.117,
30-instance-50, 30, 4, 0.003,0.061,8.04,28,6,0.499583,0.5,0.474,
40-instance-1, 40, 15, 0.012,0.109,11.681,34,1,0,0.266667,0,
40-instance-2, 40, 7, 0.002,0.063,6.471,39,1,0,0.714286,0,
40-instance-3, 40, 9, 0.014,0.336,13.306,35,1,0,0.555556,0,
40-instance-4, 40, 17, 0.018,0.43,15.965,31,1,0,0.352941,0,
40-instance-5, 40, 11, 0.016,0.507,15.711,36,1,0,0.818182,0,
40-instance-6, 40, 4, 0.01,0.218,8.95,40,1,0,0.25,0,
40-instance-7, 40, 3, 0.012,0.375,8.855,40,1,0,0.666667,0,
40-instance-8, 40, 27, 0.016,0.3,13.881,26,1,0,0.296296,0,
40-instance-9, 40, 11, 0.003,0.073,9.436,35,1,0,0.454545,0,
40-instance-10, 40, 10, 0.01,0.165,11.58,35,1,0,0.4,0,
40-instance-11, 40, 12, 0.013,0.389,12.404,34,1,0,0.5,0,
40-instance-12, 40, 17, 0.013,0.353,15.51,32,1,0,0.411765,0,
40-instance-13, 40, 11, 0.013,0.34,11.439,32,1,0,0.545455,0,
40-instance-14, 40, 13, 0.017,0.416,13.516,34,1,0,0.230769,0,
40-instance-15, 40, 18, 0.016,0.366,14.395,31,1,0,0.277778,0,
40-instance-16, 40, 18, 0.018,0.384,14.791,31,20,0,0.333333,0,
40-instance-17, 40, 23, 0.017,0.405,16.75,31,1,0,0.217391,0,
40-instance-18, 40, 11, 0.012,0.237,11.066,34,1,0,0.454545,0,
40-instance-19, 40, 14, 0.015,0.404,16.321,31,1,0,0.428571,0,
40-instance-20, 40, 0, 0.009,0.101,0,41,0,0,0,1,
40-instance-21, 40, 19, 0.015,0.309,15.27,28,1,0,0.421053,0,
40-instance-22, 40, 8, 0.008,0.099,6.679,36,7,0,0.5,0,
40-instance-23, 40, 19, 0.016,0.421,15.898,32,1,0,0.473684,0,
40-instance-24, 40, 13, 0.002,0.025,1.11,37,1,0,0.230769,0,
40-instance-25, 40, 5, 0.012,0.386,12.546,39,1,0,0.4,0,
40-instance-26, 40, 9, 0.01,0.243,9.298,38,1,0,0.555556,0,
40-instance-27, 40, 20, 0.01,0.198,11.331,31,1,0,0.25,0,
40-instance-28, 40, 9, 0.01,0.263,15.866,36,1,0,0.666667,0,
40-instance-29, 40, 18, 0.031,0.593,21.304,30,1,0,0.388889,0,
40-instance-30, 40, 21, 0.024,0.48,23.319,27,1,0,0.380952,0,
40-instance-31, 40, 17, 0.017,0.46,13.374,33,1,0,0.176471,0,
40-instance-32, 40, 20, 0.03,0.461,19.529,29,1,0,0.6,0,
40-instance-33, 40, 19, 0.015,0.387,13.937,28,1,0,0.315789,0,
40-instance-34, 40, 18, 0.019,0.546,18.255,35,1,0,0.388889,0,
40-instance-35, 40, 14, 0.017,0.301,12.169,32,1,0,0.428571,0,
40-instance-36, 40, 17, 0.014,0.349,13.037,34,1,0,0.235294,0,
40-instance-37, 40, 18, 0.02,0.487,14.93,32,1,0,0.388889,0,
40-instance-38, 40, 23, 0.02,0.434,18.583,29,1,0,0.391304,0,
40-instance-39, 40, 4, 0.001,0.013,0.624,40,1,0,0.25,0,
40-instance-40, 40, 11, 0.012,0.195,9.823,34,1,0,0.454545,0,
40-instance-41, 40, 2, 0.01,0.363,7.54,40,1,0,0.5,0,
40-instance-42, 40, 16, 0.015,0.327,11.962,32,1,0,0.5,0,
40-instance-43, 40, 9, 0.009,0.111,8.8,37,1,0,0.222222,0,
40-instance-44, 40, 18, 0.012,0.347,11.616,31,1,0,0.444444,0,
40-instance-45, 40, 18, 0.014,0.281,10.626,33,1,0,0.166667,0,
40-instance-46, 40, 14, 0.016,0.256,10.513,36,7,0,0.142857,0,
40-instance-47, 40, 12, 0.004,0.064,8.644,35,26,0,0.416667,0,
40-instance-48, 40, 23, 0.003,0.02,6.894,36,30,0,0.0869565,0,
40-instance-49, 40, 14, 0.01,0.13,12.669,34,1,0,0.285714,0,
40-instance-50, 40, 22, 0.017,0.573,18.433,30,1,0,0.409091,0,
40-instance-51, 40, 26, 0.006,0.272,16.775,32,1,0,0.269231,0,
40-instance-52, 40, 18, 0.029,0.573,20.43,32,1,0,0.166667,0,
40-instance-53, 40, 8, 0.019,0.449,17.141,38,1,0,0.625,0,
40-instance-54, 40, 13, 0.016,0.348,12.938,32,1,0,0.538462,0,
40-instance-55, 40, 15, 0.016,0.394,13.756,34,1,0,0.266667,0,
40-instance-56, 40, 21, 0.02,0.514,20.872,27,1,0,0.428571,0,
40-instance-57, 40, 16, 0.018,0.363,14.231,33,1,0,0.3125,0,
40-instance-58, 40, 18, 0.016,0.447,16.685,36,1,0,0.222222,0,
40-instance-59, 40, 9, 0.014,0.347,12.603,37,1,0,0.333333,0,
40-instance-60, 40, 17, 0.015,0.359,13.391,33,1,0,0.470588,0,
40-instance-61, 40, 8, 0.005,0.097,8.827,37,1,0,0.5,0,
40-instance-62, 40, 15, 0.01,0.397,14.55,37,1,0,0.333333,0,
40-instance-63, 40, 14, 0.013,0.306,12.422,34,1,0,0.428571,0,
40-instance-64, 40, 14, 0.003,0.026,8.984,35,1,0,0.285714,0,
40-instance-65, 40, 5, 0.003,0.1,8.495,40,1,0,0.8,0,
50-instance-1, 50, 8, 0.015,0.312,13.484,50,1,0,0.125,0,
50-instance-2, 50, 19, 0.023,0.763,19.646,42,1,0,0.210526,0,
50-instance-3, 50, 27, 0.018,0.529,21.416,35,1,0,0.333333,0,
50-instance-4, 50, 18, 0.019,0.566,21.659,43,1,0,0.166667,0,
50-instance-5, 50, 18, 0.066,1.106,13.771,43,1,0,0.222222,0,
50-instance-6, 50, 8, 0.014,0.375,12.272,46,1,0,0.375,0,
50-instance-7, 50, 13, 0.019,0.762,16.913,45,1,0,0.230769,0,
50-instance-8, 50, 23, 0.018,0.514,15.483,43,1,0,0.217391,0,
50-instance-9, 50, 21, 0.022,0.544,19.099,36,1,0,0.47619,0,
50-instance-10, 50, 9, 0.004,0.231,15.224,50,1,0,0.111111,0,
50-instance-11, 50, 19, 0.028,0.854,26.973,38,1,0,0.473684,0,
50-instance-12, 50, 19, 0.016,0.443,19.044,41,1,0,0.473684,0,
50-instance-13, 50, 32, 0.033,0.661,20.15,35,1,0,0.46875,0,
50-instance-14, 50, 11, 0.021,0.469,15.902,45,1,0,0.272727,0,
50-instance-15, 50, 22, 0.022,0.538,15.662,42,1,0,0.272727,0,
50-instance-16, 50, 30, 0.028,0.934,26.323,38,1,0,0.3,0,
50-instance-17, 50, 20, 0.015,0.36,17.751,38,1,0,0.45,0,
50-instance-18, 50, 13, 0.018,0.395,11.361,42,1,0,0.461538,0,
50-instance-19, 50, 19, 0.017,0.556,14.766,43,1,0,0.473684,0,
50-instance-20, 50, 23, 0.017,0.46,17.648,34,1,0,0.391304,0,
50-instance-21, 50, 16, 0.014,0.27,12.655,49,1,0,0.1875,0,
50-instance-22, 50, 9, 0.024,0.842,18.122,47,1,0,0.222222,0,
50-instance-23, 50, 27, 0.029,0.733,22.555,34,1,0,0.37037,0,
50-instance-24, 50, 29, 0.021,0.469,17.115,33,1,0,0.275862,0,
50-instance-25, 50, 16, 0.019,0.439,15.372,44,1,0,0.6875,0,
50-instance-26, 50, 11, 0.015,0.498,15.912,44,1,0,0.272727,0,
50-instance-27, 50, 24, 0.009,0.475,19.22,39,1,0,0.375,0,
50-instance-28, 50, 15, 0.038,0.926,20.481,45,1,0,0.266667,0,
50-instance-29, 50, 14, 0.013,0.451,14.628,43,1,0,0.785714,0,
50-instance-30, 50, 6, 0.024,0.855,17.538,49,1,0,0.666667,0,
50-instance-31, 50, 17, 0.012,0.321,11.261,44,1,0,0.294118,0,
50-instance-32, 50, 14, 0.017,0.613,17.109,45,1,0,0.428571,0,
50-instance-33, 50, 4, 0.016,0.554,10.774,48,1,0,0.5,0,
50-instance-34, 50, 17, 0.013,0.702,19.504,42,1,0,0.176471,0,
50-instance-35, 50, 6, 0.018,0.712,20.999,47,1,0,0.5,0,
50-instance-36, 50, 20, 0.02,0.799,15.561,43,1,0,0.25,0,
50-instance-37, 50, 23, 0.022,0.783,19.966,39,1,0,0.26087,0,
50-instance-38, 50, 21, 0.013,0.617,21.175,37,1,0,0.571429,0,
50-instance-39, 50, 24, 0.013,0.378,13.161,37,1,0,0.458333,0,
50-instance-40, 50, 8, 0.002,0.065,6.084,49,1,0,0.5,0,
50-instance-41, 50, 22, 0.02,0.611,18.945,37,1,0,0.318182,0,
50-instance-42, 50, 18, 0.025,0.912,24.639,43,1,0,0.722222,0,
50-instance-43, 50, 19, 0.01,0.26,10.9,44,1,0,0.210526,0,
50-instance-44, 50, 17, 0.026,0.943,25.101,41,1,0,0.529412,0,
50-instance-45, 50, 11, 0.013,0.504,14.358,50,1,0,0.0909091,0,
50-instance-46, 50, 13, 0.01,0.26,10.202,43,1,0,0.461538,0,
50-instance-47, 50, 13, 0.027,1.052,23.487,45,1,0,0.230769,0,
50-instance-48, 50, 35, 0.018,0.428,18.995,31,1,0,0.314286,0,
50-instance-49, 50, 21, 0.014,0.536,14.447,41,1,0,0.380952,0,
50-instance-50, 50, 9, 0.003,0.094,9.592,46,1,0,0.444444,0,
60-instance-1, 60, 17, 0.008,0.157,10.99,54,1,0,0.235294,0,
60-instance-2, 60, 31, 0.019,0.781,23.432,45,1,0,0.290323,0,
60-instance-3, 60, 30, 0.023,0.739,16.832,45,1,0,0.333333,0,
60-instance-4, 60, 31, 0.029,0.757,23.698,42,1,0,0.354839,0,
60-instance-5, 60, 15, 0.016,0.667,16.627,52,1,0,0.466667,0,
60-instance-6, 60, 42, 0.026,0.844,27.148,34,1,0,0.404762,0,
60-instance-7, 60, 22, 0.019,0.745,23.175,51,1,0,0.318182,0,
60-instance-8, 60, 45, 0.02,0.624,19.937,39,1,0,0.288889,0,
60-instance-9, 60, 25, 0.01,0.456,11.02,50,1,0,0.28,0,
60-instance-10, 60, 24, 0.018,0.738,17.587,52,1,0,0.208333,0,
60-instance-11, 60, 32, 0.017,0.628,16.718,43,1,0,0.28125,0,
60-instance-12, 60, 25, 0.022,0.773,20.529,44,1,0,0.4,0,
60-instance-13, 60, 36, 0.022,0.679,21.61,37,1,0,0.388889,0,
60-instance-14, 60, 20, 0.016,0.546,14.786,53,1,0,0.25,0,
60-instance-15, 60, 41, 0.031,1.109,27.914,40,1,0,0.341463,0,
60-instance-16, 60, 11, 0.015,1.159,20.891,59,1,0,0.272727,0,
60-instance-17, 60, 23, 0.017,0.663,17.333,49,1,0,0.391304,0,
60-instance-18, 60, 34, 0.025,1.006,23.896,47,1,0,0.176471,0,
60-instance-19, 60, 30, 0.013,0.432,18.632,54,1,0,0.266667,0,
60-instance-20, 60, 26, 0.029,1.059,21.964,42,1,0,0.346154,0,
60-instance-21, 60, 32, 0.018,0.918,23.574,40,1,0,0.28125,0,
60-instance-22, 60, 20, 0.012,0.343,11.372,53,1,0,0.55,0,
60-instance-23, 60, 14, 0.025,1.189,23.016,51,1,0,0.571429,0,
60-instance-24, 60, 39, 0.027,0.751,28.985,36,1,0,0.358974,0,
60-instance-25, 60, 26, 0.03,1.303,28.914,45,1,0,0.423077,0,
60-instance-26, 60, 28, 0.015,0.57,15.042,48,1,0,0.285714,0,
60-instance-27, 60, 24, 0.015,0.591,14.145,53,1,0,0.166667,0,
60-instance-28, 60, 27, 0.033,0.879,22.203,44,1,0,0.222222,0,
60-instance-29, 60, 27, 0.03,1.037,26.474,41,1,0,0.481481,0,
60-instance-30, 60, 41, 0.03,0.815,24.448,37,1,0,0.292683,0,
60-instance-31, 60, 35, 0.021,1.011,25.946,42,1,0,0.171429,0,
60-instance-32, 60, 29, 0.03,0.812,21.978,42,1,0,0.344828,0,
60-instance-33, 60, 16, 0.018,0.722,15.183,51,1,0,0.3125,0,
60-instance-34, 60, 32, 0.013,0.362,12.681,49,1,0,0.1875,0,
60-instance-35, 60, 20, 0.014,0.365,11.166,48,1,0,0.6,0,
60-instance-36, 60, 35, 0.017,0.83,22.545,43,1,0,0.257143,0,
60-instance-37, 60, 35, 0.021,0.808,22.339,41,1,0,0.2,0,
60-instance-38, 60, 30, 0.018,0.772,21.996,46,1,0,0.433333,0,
60-instance-39, 60, 31, 0.024,0.637,19.697,44,1,0,0.387097,0,
60-instance-40, 60, 31, 0.022,1.033,21.322,48,1,0,0.258065,0,
60-instance-41, 60, 23, 0.014,0.548,15.08,47,1,0,0.391304,0,
60-instance-42, 60, 8, 0.003,0.119,8.995,60,1,0,0.875,0,
60-instance-43, 60, 33, 0.015,0.466,13.807,45,1,0,0.212121,0,
60-instance-44, 60, 29, 0.036,1.075,24.843,42,1,0,0.413793,0,
60-instance-45, 60, 23, 0.035,1.511,30.561,50,1,0,0.304348,0,
60-instance-46, 60, 24, 0.028,0.825,20.696,50,1,0,0.25,0,
60-instance-47, 60, 16, 0.011,0.414,12.082,53,1,0,0.375,0,
60-instance-48, 60, 30, 0.032,0.836,24.878,40,1,0,0.233333,0,
60-instance-49, 60, 36, 0.025,1.09,25.084,42,1,0,0.444444,0,
60-instance-50, 60, 22, 0.021,0.651,16.629,51,1,0,0.318182,0,
70-instance-1, 70, 32, 0.02,0.633,16.53,46,1,0,0.40625,0,
70-instance-2, 70, 37, 0.025,1.132,25.13,49,1,0,0.351351,0,
70-instance-3, 70, 40, 0.04,1.331,58.658,44,1,0,0.425,0,
70-instance-4, 70, 28, 0.033,1.559,28.232,56,1,0,0.25,0,
70-instance-5, 70, 30, 0.037,1.705,33.552,53,1,0,0.466667,0,
70-instance-6, 70, 34, 0.037,1.421,34.152,46,1,0,0.323529,0,
70-instance-7, 70, 33, 0.021,0.863,20.165,48,1,0,0.393939,0,
70-instance-8, 70, 24, 0.012,0.423,12.694,60,1,0,0.291667,0,
70-instance-9, 70, 43, 0.029,1.026,25.125,48,1,0,0.395349,0,
70-instance-10, 70, 35, 0.034,1.103,27.521,44,1,0,0.428571,0,
70-instance-11, 70, 21, 0.02,0.931,19.603,63,1,0,0.190476,0,
70-instance-12, 70, 31, 0.031,1.423,27.754,52,1,0,0.451613,0,
70-instance-13, 70, 30, 0.02,0.995,20.401,56,1,0,0.3,0,
70-instance-14, 70, 18, 0.021,0.997,21.138,62,1,0,0.388889,0,
70-instance-15, 70, 45, 0.023,0.889,20.799,49,1,0,0.244444,0,
70-instance-16, 70, 23, 0.018,1.204,44.696,56,1,0,0.521739,0,
70-instance-17, 70, 20, 0.03,1.26,24.012,57,1,0,0.45,0,
70-instance-18, 70, 38, 0.03,1.51,33.961,49,1,0,0.236842,0,
70-instance-19, 70, 28, 0.035,1.629,35.488,49,1,0,0.464286,0,
70-instance-20, 70, 9, 0.03,1.821,22.202,68,1,0,0.222222,0,
70-instance-21, 70, 27, 0.024,1.37,22.039,51,1,0,0.444444,0,
70-instance-22, 70, 26, 0.014,0.826,15.606,61,1,0,0.192308,0,
70-instance-23, 70, 20, 0.022,1.226,24.164,61,1,0,0.3,0,
70-instance-24, 70, 35, 0.028,1.325,26.953,50,1,0,0.371429,0,
70-instance-25, 70, 34, 0.029,1.32,26.381,56,1,0,0.294118,0,
70-instance-26, 70, 37, 0.013,0.478,14.271,56,1,0,0.297297,0,
